State_Name,District_Name,Latitude,Longitude,Year,Season,Crop,Area,Production,Mean_Temperature,Max_Temperature,Min_Temperature,Precipitation,Shortwave_Radiation,Wind_Speed,Relative_Humidity,ET0,Soil_Moisture,Soil_Temperature,Soil_pH,Organic_Carbon,Clay,Sand,Silt,Elevation,Yield
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1997,Rabi,Horse-gram,600.0,200.0,25.140652173913043,31.35717391304348,20.582065217391303,147.19,16.249347826086957,2.3692391304347824,71.03260869565217,4.005,0.1619673913043478,28.069565217391304,0.71,1.64,3.01,4.61,2.38,349.0,0.3333333333333333
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1997,Rabi,Jowar,18800.0,9400.0,25.140652173913043,31.35717391304348,20.582065217391303,147.19,16.249347826086957,2.3692391304347824,71.03260869565217,4.005,0.1619673913043478,28.069565217391304,0.71,1.64,3.01,4.61,2.38,349.0,0.5
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1997,Rabi,Korra,100.0,100.0,25.140652173913043,31.35717391304348,20.582065217391303,147.19,16.249347826086957,2.3692391304347824,71.03260869565217,4.005,0.1619673913043478,28.069565217391304,0.71,1.64,3.01,4.61,2.38,349.0,1.0
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1997,Rabi,Maize,600.0,2400.0,25.140652173913043,31.35717391304348,20.582065217391303,147.19,16.249347826086957,2.3692391304347824,71.03260869565217,4.005,0.1619673913043478,28.069565217391304,0.71,1.64,3.01,4.61,2.38,349.0,4.0
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1997,Rabi,Ragi,600.0,1000.0,25.140652173913043,31.35717391304348,20.582065217391303,147.19,16.249347826086957,2.3692391304347824,71.03260869565217,4.005,0.1619673913043478,28.069565217391304,0.71,1.64,3.01,4.61,2.38,349.0,1.6666666666666667
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1997,Rabi,Rice,18000.0,37300.0,25.140652173913043,31.35717391304348,20.582065217391303,147.19,16.249347826086957,2.3692391304347824,71.03260869565217,4.005,0.1619673913043478,28.069565217391304,0.71,1.64,3.01,4.61,2.38,349.0,2.0722222222222224
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1997,Rabi,Sunflower,30100.0,11100.0,25.140652173913043,31.35717391304348,20.582065217391303,147.19,16.249347826086957,2.3692391304347824,71.03260869565217,4.005,0.1619673913043478,28.069565217391304,0.71,1.64,3.01,4.61,2.38,349.0,0.3687707641196013
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1997,Rabi,Wheat,300.0,200.0,25.140652173913043,31.35717391304348,20.582065217391303,147.19,16.249347826086957,2.3692391304347824,71.03260869565217,4.005,0.1619673913043478,28.069565217391304,0.71,1.64,3.01,4.61,2.38,349.0,0.6666666666666666
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Arhar/Tur,27400.0,9100.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,0.33211678832116787
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Bajra,2600.0,1900.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,0.7307692307692307
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Castor seed,3200.0,1000.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,0.3125
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Cotton(lint),14000.0,12900.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,0.9214285714285714
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Dry chillies,4000.0,10000.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,2.5
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Groundnut,755200.0,867800.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,1.1490995762711864
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Horse-gram,2300.0,900.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,0.391304347826087
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Jowar,3700.0,5800.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,1.5675675675675675
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Korra,4600.0,3400.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,0.7391304347826086
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Maize,3300.0,6700.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,2.0303030303030303
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Moong(Green Gram),2100.0,1300.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,0.6190476190476191
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Other Kharif pulses,2000.0,300.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,0.15
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Ragi,7000.0,14900.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,2.1285714285714286
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Rice,38300.0,96800.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,2.5274151436031334
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Kharif,Sunflower,21300.0,12200.0,26.226666666666667,30.953464052287583,22.476143790849672,612.24,18.406797385620912,3.6347058823529412,70.10457516339869,4.68078431372549,0.2574509803921568,28.876470588235296,0.71,1.64,3.01,4.61,2.38,349.0,0.5727699530516432
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Rabi,Dry chillies,200.0,200.0,22.83271739130435,28.801739130434786,18.25304347826087,154.05,17.70054347826087,2.0314130434782607,69.77173913043478,3.925217391304348,0.2083152173913043,26.019565217391307,0.71,1.64,3.01,4.61,2.38,349.0,1.0
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Rabi,Gram,26200.0,25900.0,22.83271739130435,28.801739130434786,18.25304347826087,154.05,17.70054347826087,2.0314130434782607,69.77173913043478,3.925217391304348,0.2083152173913043,26.019565217391307,0.71,1.64,3.01,4.61,2.38,349.0,0.9885496183206107
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Rabi,Groundnut,25900.0,35800.0,22.83271739130435,28.801739130434786,18.25304347826087,154.05,17.70054347826087,2.0314130434782607,69.77173913043478,3.925217391304348,0.2083152173913043,26.019565217391307,0.71,1.64,3.01,4.61,2.38,349.0,1.3822393822393821
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Rabi,Horse-gram,700.0,500.0,22.83271739130435,28.801739130434786,18.25304347826087,154.05,17.70054347826087,2.0314130434782607,69.77173913043478,3.925217391304348,0.2083152173913043,26.019565217391307,0.71,1.64,3.01,4.61,2.38,349.0,0.7142857142857143
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Rabi,Jowar,14800.0,22100.0,22.83271739130435,28.801739130434786,18.25304347826087,154.05,17.70054347826087,2.0314130434782607,69.77173913043478,3.925217391304348,0.2083152173913043,26.019565217391307,0.71,1.64,3.01,4.61,2.38,349.0,1.4932432432432432
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Rabi,Maize,300.0,1600.0,22.83271739130435,28.801739130434786,18.25304347826087,154.05,17.70054347826087,2.0314130434782607,69.77173913043478,3.925217391304348,0.2083152173913043,26.019565217391307,0.71,1.64,3.01,4.61,2.38,349.0,5.333333333333333
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Rabi,Ragi,700.0,1200.0,22.83271739130435,28.801739130434786,18.25304347826087,154.05,17.70054347826087,2.0314130434782607,69.77173913043478,3.925217391304348,0.2083152173913043,26.019565217391307,0.71,1.64,3.01,4.61,2.38,349.0,1.7142857142857142
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Rabi,Rice,26600.0,63900.0,22.83271739130435,28.801739130434786,18.25304347826087,154.05,17.70054347826087,2.0314130434782607,69.77173913043478,3.925217391304348,0.2083152173913043,26.019565217391307,0.71,1.64,3.01,4.61,2.38,349.0,2.4022556390977443
Andhra Pradesh,ANANTAPUR,14.678322,77.606504,1998,Rabi,Sunflower,13500.0,3300.0,22.83271739130435,28.801739130434786,18.25304347826087,154.05,17.70054347826087,2.0314130434782607,69.77173913043478,3.925217391304348,0.2083152173913043,26.019565217391307,0.71,1.64,3.01,4.61,2.38,349.0,0.24444444444444444
